__utt_id,__transcript_id,__participant_group,__participant_count,__row_in_file,speaker_id,slide_id,question_id,problem_id,text,text_en
DR_IT_05:17,DR_IT_05,IT,1,17,DR,,,,"  w tej Prezentacji od tych, które chciałaby pani na przykład wyrzucić, więc jeżeli w trakcie badania w trakcie oglądania tej właściwej prezentacji z wizualizacjami Wygenerowanymi przez sztuczną inteligencję.","in this presentation from the ones you'd like to throw out, for example, so if you're doing research while you're watching this proper presentation with the visuals generated by artificial intelligence."
DR_IT_05:18,DR_IT_05,IT,1,18,DR,,,,"  Stwierdzi pani, że coś jest niepotrzebne. Wówczas przerzucamy dany slajd za ten Czarny, który się znajduje. Dodatkowo, jeżeli przyjdzie Pani  coś do głowy, na przykład jakieś treści na slajdzie są zbędne, albo chciałaby pani coś dodać poniżej slajdu mamy widok notatek tam gdzie jest ten napis włóczykj, tam możemy dodawać dokładnie taki sam tryb będzie uruchomiony w tej właściwej prezentacji do badań.","You're going to say something's unnecessary. That's when we switch the slide over to the black one that's there. Additionally, if you come up with something, like some of the content on the slide is unnecessary, or you want to add something under the slide, we have a note view where that wire inscription is, we can add exactly the same mode that will run in that proper presentation for the research."
DR_IT_05:19,DR_IT_05,IT,1,19,DR,,,,  i tak to będzie wyglądać,And that's what it's gonna look like.
DR_IT_05:20,DR_IT_05,IT,1,20,DR_IT_05,,,,", czyli wzięły nam zostanie z niego. Że jest zbędny",Which means we've taken what's left of him. That it's unnecessary
DR_IT_05:21,DR_IT_05,IT,1,21,DR,,,," Że jest zbędny, albo może Pani uznać, że coś trzeba na tym slajdzie poprawić, coś trzeba wypełnić i wówczas może pani korzystać z tego trybu notatek.","That it's unnecessary, or you may feel that something needs to be corrected, something needs to be filled in, and then you can use this kind of notes."
DR_IT_05:22,DR_IT_05,IT,1,22,DR,,,,"  Dobrze zakładam, że zna Pani działanie programu Powerpoint. Poproszę zatem, żeby przerzuciła  pani jakieś wybrany slajd za ten Czarny.",I'm pretty sure you know how Powerpoint works. So I'm going to ask you to drop some of the selected slides for this black guy.
DR_IT_05:23,DR_IT_05,IT,1,23,DR,,,,"  Świetnie, bardzo proszę o zamknięcie, nie zapisywanie zmian.","That's great. I'm asking you to close, not record changes."
DR_IT_05:24,DR_IT_05,IT,1,24,DR,,,,  Świetnie I na 2 monitorze ma pani plik o nazwie Sample przykład na samym środku obok tego tak proszę sobie uruchomić.,"Great. And on two monitors, you have a file called Sample example right in the middle next to that."
DR_IT_05:25,DR_IT_05,IT,1,25,DR,,,,"  Pol pokoju Konwentu, który odbył się w Warszawie i chciałabym zobaczyć sobie program i zarejestrować się.","Halfway through the convention room that was held in Warsaw, and I'd like to see the program and register."
DR_IT_05:26,DR_IT_05,IT,1,26,DR,,,,  A więc w moim głównym?,So in my head?
DR_IT_05:27,DR_IT_05,IT,1,27,DR,,,,  Pamiętam na program. Wiemy się.,I remember the program. We know each other.
DR_IT_05:28,DR_IT_05,IT,1,28,DR,,,,  Mam bloki programowe.,I have program blocks.
DR_IT_05:29,DR_IT_05,IT,1,29,DR,,,,  Witam.,"Hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey"
DR_IT_05:30,DR_IT_05,IT,1,30,DR,,,,  I tam  programowa.,And there's the software.
DR_IT_05:31,DR_IT_05,IT,1,31,DR,,,,  2.,Two.
DR_IT_05:32,DR_IT_05,IT,1,32,DR,,,,"  Wymowa pamięć, nowe życie.","It's a memory speech, a new life."
DR_IT_05:33,DR_IT_05,IT,1,33,DR,,,,"  Warto, że są miejsca, w których praktyki odbywa, więc wydaje mi się, że jest to bardzo przydatna informacja.","Thankfully, there are places where the practice takes place, so I think this is very useful information."
DR_IT_05:34,DR_IT_05,IT,1,34,DR,,,,"  Oprócz tego mogę wyliczyć, że z nimi w miejscu atrakcji.","Besides, I can calculate that with them at the attraction."
DR_IT_05:35,DR_IT_05,IT,1,35,DR,,,,  a gdzieś tu mam  przynajmniej gdzie indziej ,"And I've got it somewhere else, at least."
DR_IT_05:36,DR_IT_05,IT,1,36,DR,,,,"  Imponował mi zostało nie przerywali, stanowi pełną stronie. Niebo jest wymiar honory zupełnie.","I've been impressed with it, uninterrupted. It's a full page. Heaven is a dimension of honor altogether."
DR_IT_05:37,DR_IT_05,IT,1,37,DR,,,,"  No, generalnie tam są atrakcje po kilku konkretnych bloków.","Well, generally, there are attractions a few blocks apart."
DR_IT_05:38,DR_IT_05,IT,1,38,DR,,,,  Wracam.,I'll be right back.
DR_IT_05:39,DR_IT_05,IT,1,39,DR,,,,  I mam niestety uznaje ustawa programowa.,And I have unfortunately recognized the programming law.
DR_IT_05:40,DR_IT_05,IT,1,40,DR,,,,  Lepiej ,It 's better .
DR_IT_05:41,DR_IT_05,IT,1,41,DR,,,,  Wyglądam na skomplikowanie.,I look complicated.
DR_IT_05:42,DR_IT_05,IT,1,42,DR,,,,"  Masywnie czytelna, ale, ale nazywam się dokładnie z niezmiennym stanie dokładnie z opisem.","Massively readable, but, but I'm called exactly with a constant state exactly with a description."
DR_IT_05:43,DR_IT_05,IT,1,43,DR,,,,  Razem z tą robotę i próbuje się zarejestrować i tam w rejestracjach.,"Along with this job, and he's trying to register, and he's in the registers."
DR_IT_05:44,DR_IT_05,IT,1,44,DR,,,,  tam rodzaj wyjątek.,There's some kind of exception.
DR_IT_05:45,DR_IT_05,IT,1,45,DR,,,,   przykładowa tam rejstracja?,Is there an example of a registration there?
DR_IT_05:46,DR_IT_05,IT,1,46,DR,,,,  rejestracja jest zamknięta.,Registration is closed.
DR_IT_05:47,DR_IT_05,IT,1,47,DR,,,,  To było rok temu.,That was a year ago.
DR_IT_05:48,DR_IT_05,IT,1,48,DR,,,,"  Możemy to zrobić do prywatnie wtedy, co wida.",We can do it privately when we can see it.
DR_IT_05:49,DR_IT_05,IT,1,49,DR,,,,  No i szkoda.,"Well, that's too bad."
DR_IT_05:50,DR_IT_05,IT,1,50,DR,,,,  Pogląd.,I'll take a look.
DR_IT_05:51,DR_IT_05,IT,1,51,DR,,,,  Tak wygląda przykładowa werbalizacja,That's what an example of verbalization looks like.
DR_IT_05:52,DR_IT_05,IT,1,52,DR,,,,"  Ich dokładnie w takim samym trybie będziemy, będziemy realizować pani badanie, poproszę teraz o otwarcie właściwej prezentacji, czyli tak.","We'll be in exactly the same mode as them, we'll conduct your examination, and now I'll ask you to open the proper presentation, which is, yes."
DR_IT_05:53,DR_IT_05,IT,1,53,DR,,,,  Na tej prezentacji będziemy pracować w trakcie badania. Czy możemy?,We'll be working on this presentation as we investigate. Can we do this?
DR_IT_05:54,DR_IT_05,IT,1,54,DR,,,,  Rozpocząć tak dobrze?,Do you think it's a good place to start?
DR_IT_05:55,DR_IT_05,IT,1,55,DR,,,,"  Tak załóżmy, że.",Let's just say that.
DR_IT_05:56,DR_IT_05,IT,1,56,DR,,,,  sekundka bo nie mam.tej kartki,"Wait a second, because I don't have this card."
DR_IT_05:57,DR_IT_05,IT,1,57,DR,,,,  Jest .,It is .
DR_IT_05:58,DR_IT_05,IT,1,58,DR,,,,  jest wszytko jest nic nie zgineło.,There's nothing left.
DR_IT_05:59,DR_IT_05,IT,1,59,DR,__S00__,,,"  Załóżmy, że korzysta Pani z aplikacji, która ma ułatwiać odróżnianie grzybów jadalnych od niejadalnych, bądź też trujący i podpowiedzi tej aplikacji są wynikiem przetwarzania przez sztuczną inteligencję zbioru danych o grzybach. Zaraz zobaczy pani kilka wizualizacji, które objaśniają sposób działania modelu sztucznej inteligencji. Będę panią prosić o zinterpretowanie i oceny użyteczności tych objaśnień w trakcie odpowiadania. Bardzo proszę o głośne mówienie, co pani widzi myśli czuje, co się pani podoba, co się nie podoba?","Let's say you're using an app that makes it easy to tell the difference between edible mushrooms and non-edible mushrooms or poisonous mushrooms, and the tips of that app are the result of artificial intelligence processing a collection of mushroom data. You're about to see some visualizations that explain how the AI model works. I will ask you to interpret and evaluate the usefulness of these explanations in your response. Please speak out loud, what do you see, what do you think, what do you feel, what do you like, what do you dislike?"
DR_IT_05:60,DR_IT_05,IT,1,60,DR,,,,  Fragment przykładowej werbalizacji Pani słyszała. Widziała pani też prezentację testową?,"A fragment of an example of verbalization you've heard. Did you see the test presentation, too?"
DR_IT_05:61,DR_IT_05,IT,1,61,DR,,,,"  Przypominam, że nie testujemy tutaj pani kompetencji, tylko użyteczność przygotowany wyjaśnień. Dlatego bardzo nam zależy na szczerych odpowiedziach. Dobrze, czy możemy zacząć? Świetnie. To bardzo proszę o głośne mówienie tego, co, pani robi. Nad czym się Pani zastanawia i tak dalej i tak dalej. Myszka jest do pani dyspozycji slajd i cała prezentacja jest do pani dyspozycji.","I remind you, we're not testing your competence here. We're testing the usefulness of prepared explanations. That's why we care so much about honest answers. All right, can we get started? Oh, that's great. So I'm asking you loudly to say what you're doing. What you're wondering and so on and so forth. The mouse is at your disposal and the entire presentation is at your disposal."
DR_IT_05:62,DR_IT_05,IT,1,62,DR,,,,  To zależy od pani.,"Well, that's up to you."
DR_IT_05:63,DR_IT_05,IT,1,63,DR_IT_05,__S1__,,,"Na początku jest opisane w zasadzie, do czego służy badanie.mamy tutaj takie rzeczy , które miałabym oceniać.","At the beginning, it's basically describing what the study is for. We have things here that I would like to evaluate."
DR_IT_05:64,DR_IT_05,IT,1,64,DR_IT_05,__S2__,,,Tutaj,Right over here.
DR_IT_05:65,DR_IT_05,IT,1,65,DR_IT_05,,,," mam opisany skąd pochodzi zbiór danych, na którym pracowały AI.",I have a description of where the data set that the AI was working on came from.
DR_IT_05:66,DR_IT_05,IT,1,66,DR_IT_05,,,, No i jest napisane co z Uniwersytetu kalifornijskiego w.,"Well, it says something from the University of California at Berkeley."
DR_IT_05:67,DR_IT_05,IT,1,67,DR_IT_05,,,, nie wymówię tej angielskiej nazwy.,I won't say that English name.
DR_IT_05:68,DR_IT_05,IT,1,68,DR_IT_05,,,," Wychodzi na to, że były dość specjalizował Uniwersytet. Który się specjalizuje w AI?",Turns out there was quite a specialized university. Who specializes in AI?
DR_IT_05:69,DR_IT_05,IT,1,69,DR_IT_05,__S3__,,,A no i dalej mamy.,"Well, we still have."
DR_IT_05:70,DR_IT_05,IT,1,70,DR_IT_05,,,," Napisane, że zbiór dalej jest dopiero informację o ponad 60000 owocników  i 173 gatunkach.","It says that the next collection is only information on more than 60,000 fruits and 173 species."
DR_IT_05:71,DR_IT_05,IT,1,71,DR_IT_05,,,, Grzybów.,The mushrooms.
DR_IT_05:72,DR_IT_05,IT,1,72,DR_IT_05,,,," I mamy napisane, że wszystkie są grzybami, kapeluszowymi i mają trzon i hymenofor, czyli pewnie nie będzie grzybów takich bardziej.","And we have written that they're all mushrooms, hat-like, and they have a thorn and a hymenophore, so there probably won't be any more mushrooms like that."
DR_IT_05:73,DR_IT_05,IT,1,73,DR_IT_05,,,, Bardziej.,It's more like that.
DR_IT_05:74,DR_IT_05,IT,1,74,DR_IT_05,,,," Więc zbliżone do tego, co przy tym nie człowiek widzi. Wyobrażam sobie Grzyba.",So close to what you can't see. I'm imagining the mushroom.
DR_IT_05:75,DR_IT_05,IT,1,75,DR_IT_05,,,, A.,"Oh, my God."
DR_IT_05:76,DR_IT_05,IT,1,76,DR_IT_05,,,, I coś tam jak jest polityczna jest sytuacją. ,And something as political as that is the situation.
DR_IT_05:77,DR_IT_05,IT,1,77,DR_IT_05,__S4__,,,No i dalej mamy jakiś wykres.,"Well, we still have a chart."
DR_IT_05:78,DR_IT_05,IT,1,78,DR_IT_05,,,, Na slajdzie numer 4,On slide number four
DR_IT_05:79,DR_IT_05,IT,1,79,DR_IT_05,,,, tak i tutaj te wykresy.,"Yes, and here are the charts."
DR_IT_05:80,DR_IT_05,IT,1,80,DR_IT_05,,,," Z tego co widzę, opisują?","From what I see, are they describing it?"
DR_IT_05:81,DR_IT_05,IT,1,81,DR_IT_05,,,, Jaka ilość.,That's a lot.
DR_IT_05:82,DR_IT_05,IT,1,82,DR_IT_05,,,, badanych grzybów ma jakąś cechę? Znaczy na przykład trochę ponad połowa była trująca tego typu rzeczy.,"Did the mushrooms tested have any characteristics? I mean, for example, a little over half was poisoned with this kind of stuff."
DR_IT_05:83,DR_IT_05,IT,1,83,DR,,,,"  tak to znajdujemy się w pierwszej części badania, bo tego nie powiedziałam. Będziemy teraz będzie pani teraz się zapoznawać się z listą pytań, które będą no obronnych kartkach i czy na podstawie przygotowanych materiałów jest pani w stanie udzielić, odpowiedzi na którejś z tych pytań? Jeśli tak, to na które pytania i jak brzmi odpowiedź.","So we're in the first part of the study because I didn't say that. Now, we're going to take a look at the list of questions that are going to be on the defense papers, and based on the materials we've prepared, are you able to answer any of those questions? If so, what questions and how does the answer sound?"
DR_IT_05:84,DR_IT_05,IT,1,84,DR_IT_05,,,, żeby go sobie do 4 czy w całej reszcie,I want him to get to 4 or the rest of the way.
DR_IT_05:85,DR_IT_05,IT,1,85,DR,,,,"  na razie będziemy takie pierwszej, bardzo.","For now, we'll be the first, really."
DR_IT_05:86,DR_IT_05,IT,1,86,DR,,__Q1__,," Obszernej części i do każdego mniej więcej do każdego, do każdego slajdu mamy przygotowane pytania, a jeżeli chodzi o slajd 4, czyli ten, który pani analizuje? Mamy również jedno pytanie przedstaw jak rozumiesz, rozkład cech dotyczących sposobu przyrastania blaszek.","We've got a lot of questions for each and every slide, and what about slide 4, which is the one you're analyzing? We also have one question. Let me tell you how you understand the properties of how platelets grow."
DR_IT_05:87,DR_IT_05,IT,1,87,DR_IT_05,,,,"Sposób wracają. No to większość grzybów ma ponad 12000 ma przerośnięte grodzki, troszkę mniej ponad 1000 ma biegające.","They're on their way back. Well, most mushrooms have over 12,000, they have overgrown pimples, a little less than 1,000 have runners."
DR_IT_05:88,DR_IT_05,IT,1,88,DR_IT_05,,,, Około 7 ma wykrojone około 6 ma rurki,There's about seven of them scratched. There's about six of them with pipes.
DR_IT_05:89,DR_IT_05,IT,1,89,DR_IT_05,,,," Troszkę ponad 5000 ma wolne, które są faliste, a brak żadnego specyficznego przystania. Poseł Przestania blaszek trzonu wykazuje około 3000 grzybów i brak danych jest w przypadku 10000 krzewów bazy danych, która była oczywiście podatki.","It's got a little over 5,000 openings, which are wavy, and there's no specific stop. The stopping message shows about 3000 mushrooms and there's no data for 10,000 bushes in the database, which was of course taxes."
DR_IT_05:90,DR_IT_05,IT,1,90,DR,,,, Czy może pani coś więcej dodać na temat samego slajdu? Na przykład? ,Can you add anything more about the slide itself? Like what?
DR_IT_05:91,DR_IT_05,IT,1,91,DR_IT_05,,,,"No poza tym, że litery na slajdzie jest powiedzmy po prostu wykresów, to myślę, że mnie coś czytelny i myślę wyprosić łatwo z niego odczytać dane.","Well, aside from the letters on the slide being just say charts, I think I'm getting something readable and I think I'm asking it to read the data easily."
DR_IT_05:92,DR_IT_05,IT,1,92,DR_IT_05,,,, Bo tutaj mamy napisane od razu.,'Cause we got it right here.
DR_IT_05:93,DR_IT_05,IT,1,93,DR_IT_05,,,," Pytanie zwraca się od razu do tytułu wykresu, więc od razu wiadomo czego szukać i też no co tylko.","The question goes straight to the graph's title, so you know what to look for, and you know what to look for."
DR_IT_05:94,DR_IT_05,IT,1,94,DR_IT_05,,,," 2 rodzaje danych opisania na oś XYZ jest tylko nazwa rodzaju sposób przyrostu i ilość grzybów, więc myślę, że to jest dość intuicyjne.","2 types of data describing the XYZ axis is just the name of the type of growth pattern and the amount of fungi, so I think it's pretty intuitive."
DR_IT_05:95,DR_IT_05,IT,1,95,DR,,,,"  Dobrze, co pan chce zrobić teraz?","Okay, what do you want to do now?"
DR_IT_05:96,DR_IT_05,IT,1,96,DR_IT_05,__S5__,,,"Teraz ten slajd, chyba, że teraz mam coś powiedzieć do końca.","Now this slide, unless I have something to say to the end."
DR_IT_05:97,DR_IT_05,IT,1,97,DR,,,, Nie,"No , it 's not ."
DR_IT_05:98,DR_IT_05,IT,1,98,DR,,,, Bardzo proszę.,"Oh, my God."
DR_IT_05:99,DR_IT_05,IT,1,99,DR,,__Q2__,,"  I tutaj do 5 również mamy pytanie, przedstaw, jak rozumiesz rozkład cech dotyczących typu siedliska.","And here to 5, we also have a question, tell me how you understand the layout of the characteristics of the habitat type."
DR_IT_05:100,DR_IT_05,IT,1,100,DR_IT_05,,,,Typu siedliska... Siedliska.,The type of habitat... It's settled.
DR_IT_05:101,DR_IT_05,IT,1,101,DR_IT_05,,,," No to zdecydowana większym przypływem rośnie w lasach, ponieważ tutaj słupek odnośnie lasów dominuje nad pozostałymi cała reszta.","Well, there's definitely a larger influx growing in the forests, because here the column of forests dominates the rest."
DR_IT_05:102,DR_IT_05,IT,1,102,DR_IT_05,,,, Większość reszty. To jest,Most of the rest. That's it.
DR_IT_05:103,DR_IT_05,IT,1,103,DR_IT_05,,,," we rośnie trawa albo liście, więc zakładam, że chodzi o tereny trawiaste, albo tereny pokryte dużą ilością liści na przykład igieł też jakaś mała część występuje na łąkach i wrzosowiskach.","It's either grass or leaves, so I'm guessing it's grasslands, or areas covered in a lot of leaves, like needles, and there's a small portion of it in meadows and crevices."
DR_IT_05:104,DR_IT_05,IT,1,104,DR_IT_05,,,," A w mniejszych występuje nawet opisanych ścieżkach w jakichś miejscach z odpadami, również środowisku miejskiej miejskim, więc myślę, że to jest pełne i łatwe do odpytania. Może.","And smaller ones even have described trails in some waste areas, even urban urban environments, so I think it's full and easy to ask questions. I think so."
DR_IT_05:105,DR_IT_05,IT,1,105,DR_IT_05,,,," Oprócz tych nazw słupków bo nie do końca wiem co oznaczają, ale wykres jest dobrze zrobiony.","Besides the names of the columns because I don't quite know what they mean, but the chart is well done."
DR_IT_05:106,DR_IT_05,IT,1,106,DR,,,,  Czyli nazwa słupków jest wątpliwa.,So the name of the columns is questionable.
DR_IT_05:107,DR_IT_05,IT,1,107,DR_IT_05,,,,Tak.,"Yeah, I know. I know."
DR_IT_05:108,DR_IT_05,IT,1,108,DR,,,,  Dobrze czy jakieś uwagi ogólne do tego slajdu?,"Okay, any general comments on this slide?"
DR_IT_05:109,DR_IT_05,IT,1,109,DR_IT_05,,,," Szczerze chyba nie, może ten wykres (...) (...) jest troszkę dziwny, bo tutaj większości jest brak danych jest po prostu pokazane, że jakaś część jest bez (...). Nie ma żadnego alternatywnego typu. Więc tamten jeden wykres budzi wątpliwości, ale cała reszta jest dość mocno czytelna. No i jeszcze jest kwestia tego, że powierzchnia trzonu (...) zarodników, gdzie brak danych dobiera większość wykresów sprawia, że różnice pomiędzy tymi rzeczami, które są aktywnie stawiane, są dość małe i ciężko.","Honestly, I don't think so, but maybe this graph . . . . . is a little strange, because here most of the data is missing, it's just showing that some part is missing . . . There is no alternative type. So that one chart is questionable, but the rest is pretty hard to read. And then there's the fact that the surface area of the embryonic trunk, where the lack of data selects most of the graphs, makes the differences between the things that are actively placed quite small and hard."
DR_IT_05:110,DR_IT_05,IT,1,110,DR_IT_05,,,, Odczytach ile faktycznie tutaj jest tych.,I'll read how many of these are actually here.
DR_IT_05:111,DR_IT_05,IT,1,111,DR,,,,"  Dobrze, co pani sobie robi się teraz","Okay, what are you doing now?"
DR_IT_05:112,DR_IT_05,IT,1,112,DR_IT_05,__S6__,,,Możemy przejść do następnego.,We can move on to the next one.
DR_IT_05:113,DR_IT_05,IT,1,113,DR,,,, Bardzo proszę.,"Oh, my God."
DR_IT_05:114,DR_IT_05,IT,1,114,DR,,__Q3__,,"  O tu mamy pytanie, dlaczego w zbiorze brakuje niektórych danych? Z czego to wynika? Pani zdanie, którym zbiorę tutaj? Tak.","So here's the question, why is there a lack of data in the collection? What's that supposed to mean? What do you want me to do here? Yeah, I know. I know."
DR_IT_05:115,DR_IT_05,IT,1,115,DR_IT_05,,,," Muszę trochę przyjrzeć, bo nie ma wizualizacji obrazkowej, tylko jest dużo napisu, więc.","I need to take a look, because there's no visual, just a lot of writing, so..."
DR_IT_05:116,DR_IT_05,IT,1,116,DR_IT_05,,,, Wysokość szerokość trzonu.,"Height, width of the trunk."
DR_IT_05:117,DR_IT_05,IT,1,117,DR_IT_05,,,, Mały czytać dużo wyjdzie statystycznych jak odchylenie standardowe.,A little reading a lot will come out statistically like a standard deviation.
DR_IT_05:118,DR_IT_05,IT,1,118,DR_IT_05,,,," Teraz niżej mamy brakujące dane, liczba i procent.","Now down below we have the missing data, the number and the percentage."
DR_IT_05:119,DR_IT_05,IT,1,119,DR_IT_05,,,, Pytanie w połowie tego w sferze atakuje niektóre chcianych.,The question in the middle of this sphere is attacking some desirable ones.
DR_IT_05:120,DR_IT_05,IT,1,120,DR_IT_05,,,," Być może dlatego, że została wprowadzona?",Maybe it's because she was introduced?
DR_IT_05:121,DR_IT_05,IT,1,121,DR_IT_05,,,," Jeżeli taki klub niego podpisany poddanym kontakt po prostu nie będzie tej danej, jeżeli coś nie jest szczególne i odchylone od.",If such a club he signed under contact will simply not be that given unless something is special and deviated from.
DR_IT_05:122,DR_IT_05,IT,1,122,DR_IT_05,,,," Tego, jak wygląda przeciętny Grzyb, to będzie ciężko to znaleźć, ale no, nie odczytuję tego wykresu, bo tutaj mam po prostu takie stawy.","The way the average mushroom looks, it's going to be hard to find, but well, I can't read this chart because I just have joints here."
DR_IT_05:123,DR_IT_05,IT,1,123,DR_IT_05,,,," Procent w stosunku do całej reszty wszystkich grzybów, o których nie opisano do tej cechy, więc to nie wskazuje na przyczynę.","A percentage relative to the rest of all fungi not described in this trait, so that doesn't indicate a cause."
DR_IT_05:124,DR_IT_05,IT,1,124,DR_IT_05,,,, Może z tych typów?,Maybe one of those guys?
DR_IT_05:125,DR_IT_05,IT,1,125,DR_IT_05,,,, Potem też.,And then I did.
DR_IT_05:126,DR_IT_05,IT,1,126,DR_IT_05,,,," Końca specjalistyczna są wyszłoby i opisane, które tak mi się wydaje jak Wena for integration i kolor zarodników po raczej żaden taki amatorski powiedzmy wybierasz grzybów nie będzie nie będzie zwracał uwagę na takie, że tak kolor zarodników tylko będzie zwracał uwagę na przykład na to, że jest zdrowy i takie bardziej podstawowe cechy. Widać, co opisałem dokładnie, więc może to wynikać z tego, że ludzie nie zajmują tam taki naukowy sposób na codzień, tylko bardziej wybierają, a potem na podstawie tu jest pełna analiza, ale to też nie jest na podstawie tego, tylko bardzo nie stało.","The specialized endings are outlined and described which seems to me like Wena for integration and the color of the embryos after rather no such amateur say you pick the mushrooms will not not pay attention to such that so the color of the embryos will only pay attention to for example that it is healthy and such more basic characteristics. So you can see what I've been describing exactly, so it could be that people aren't doing it that scientifically every day, they're just more selective, and then based on that, there's a full analysis, but that's not based on that either, it just didn't really happen."
DR_IT_05:127,DR_IT_05,IT,1,127,DR_IT_05,,,, W.,W. W.
DR_IT_05:128,DR_IT_05,IT,1,128,DR_IT_05,,,," Czyli to nie jest z realizacja lajku tak, którzy zbierają, żeby hobbistycznie zaczytać tak, no na pewno nie to tutaj mamy właśnie te pojęcia, ze statystyką, którą tak naprawdę wykłada się tylko na studiach.","So it's not like the likes of you are collecting to read as a hobby, so it's definitely not where we have these statistical concepts that are actually only taught in college."
DR_IT_05:129,DR_IT_05,IT,1,129,DR_IT_05,,,," No i mamy tutaj nazwy typowo biologiczne, które nie są do końca związane z tym, jakby patrzył się z tym grzybiarz i opisane postacie, które mamy się wydaje. ","Well, we have the typical biological names that aren't entirely related to how the fungus looks like and the characters that we're describing."
DR_IT_05:130,DR_IT_05,IT,1,130,DR,__S7__,__Q4__,,"Jasny, jasny czy coś pani chce dodać? Ogólnie do tego swojego? To jest od początku dobra pani chce zrobić coś naszego dobrze dochodzimy pierwsze pytanie, czy na podstawie wykresu jest pani w stanie określić cechy, które najczęściej pojawiają się po jego prawej stronie i sugerują silny wpływ na klasyfikację Grzyba?","Okay, okay, is there anything you want to add? To your own, in general? It's from the very beginning that you want to do something of ours well investigating the first question is, based on the chart are you able to identify the characteristics that most often appear on its right side and suggest a strong influence on the classification of the fungus?"
