speaker_id,slide_id,question_id,problem_id,text
DR,,,,"  tak to znajdujemy się w pierwszej części badania, bo tego nie powiedziałam. Będziemy teraz będzie pani teraz się zapoznawać się z listą pytań, które będą no obronnych kartkach i czy na podstawie przygotowanych materiałów jest pani w stanie udzielić, odpowiedzi na którejś z tych pytań? Jeśli tak, to na które pytania i jak brzmi odpowiedź."
DR_IT_05,,,, żeby go sobie do 4 czy w całej reszcie
DR,,,,"  na razie będziemy takie pierwszej, bardzo."
DR,,__Q1__,," Obszernej części i do każdego mniej więcej do każdego, do każdego slajdu mamy przygotowane pytania, a jeżeli chodzi o slajd 4, czyli ten, który pani analizuje? Mamy również jedno pytanie przedstaw jak rozumiesz, rozkład cech dotyczących sposobu przyrastania blaszek."
DR_IT_05,,,,"Sposób wracają. No to większość grzybów ma ponad 12000 ma przerośnięte grodzki, troszkę mniej ponad 1000 ma biegające."
DR_IT_05,,,, Około 7 ma wykrojone około 6 ma rurki
DR_IT_05,,,," Troszkę ponad 5000 ma wolne, które są faliste, a brak żadnego specyficznego przystania. Poseł Przestania blaszek trzonu wykazuje około 3000 grzybów i brak danych jest w przypadku 10000 krzewów bazy danych, która była oczywiście podatki."
DR,,,, Czy może pani coś więcej dodać na temat samego slajdu? Na przykład? 
DR_IT_05,,,,"No poza tym, że litery na slajdzie jest powiedzmy po prostu wykresów, to myślę, że mnie coś czytelny i myślę wyprosić łatwo z niego odczytać dane."
DR_IT_05,,,, Bo tutaj mamy napisane od razu.
DR_IT_05,,,," Pytanie zwraca się od razu do tytułu wykresu, więc od razu wiadomo czego szukać i też no co tylko."
DR_IT_05,,,," 2 rodzaje danych opisania na oś XYZ jest tylko nazwa rodzaju sposób przyrostu i ilość grzybów, więc myślę, że to jest dość intuicyjne."
DR,,,,"  Dobrze, co pan chce zrobić teraz?"
DR_IT_05,__S5__,,,"Teraz ten slajd, chyba, że teraz mam coś powiedzieć do końca."
DR,,,, Nie
DR,,,, Bardzo proszę.
DR,,__Q2__,,"  I tutaj do 5 również mamy pytanie, przedstaw, jak rozumiesz rozkład cech dotyczących typu siedliska."
DR_IT_05,,,,Typu siedliska... Siedliska.
DR_IT_05,,,," No to zdecydowana większym przypływem rośnie w lasach, ponieważ tutaj słupek odnośnie lasów dominuje nad pozostałymi cała reszta."
DR_IT_05,,,, Większość reszty. To jest
DR_IT_05,,,," we rośnie trawa albo liście, więc zakładam, że chodzi o tereny trawiaste, albo tereny pokryte dużą ilością liści na przykład igieł też jakaś mała część występuje na łąkach i wrzosowiskach."
DR_IT_05,,,," A w mniejszych występuje nawet opisanych ścieżkach w jakichś miejscach z odpadami, również środowisku miejskiej miejskim, więc myślę, że to jest pełne i łatwe do odpytania. Może."
DR_IT_05,,,," Oprócz tych nazw słupków bo nie do końca wiem co oznaczają, ale wykres jest dobrze zrobiony."
DR,,,,  Czyli nazwa słupków jest wątpliwa.
DR_IT_05,,,,Tak.
DR,,,,  Dobrze czy jakieś uwagi ogólne do tego slajdu?
DR_IT_05,,,," Szczerze chyba nie, może ten wykres (...) (...) jest troszkę dziwny, bo tutaj większości jest brak danych jest po prostu pokazane, że jakaś część jest bez (...). Nie ma żadnego alternatywnego typu. Więc tamten jeden wykres budzi wątpliwości, ale cała reszta jest dość mocno czytelna. No i jeszcze jest kwestia tego, że powierzchnia trzonu (...) zarodników, gdzie brak danych dobiera większość wykresów sprawia, że różnice pomiędzy tymi rzeczami, które są aktywnie stawiane, są dość małe i ciężko."
DR_IT_05,,,, Odczytach ile faktycznie tutaj jest tych.
DR,,,,"  Dobrze, co pani sobie robi się teraz"
DR_IT_05,__S6__,,,Możemy przejść do następnego.
DR,,,, Bardzo proszę.
DR,,__Q3__,,"  O tu mamy pytanie, dlaczego w zbiorze brakuje niektórych danych? Z czego to wynika? Pani zdanie, którym zbiorę tutaj? Tak."
DR_IT_05,,,," Muszę trochę przyjrzeć, bo nie ma wizualizacji obrazkowej, tylko jest dużo napisu, więc."
DR_IT_05,,,, Wysokość szerokość trzonu.
DR_IT_05,,,, Mały czytać dużo wyjdzie statystycznych jak odchylenie standardowe.
DR_IT_05,,,," Teraz niżej mamy brakujące dane, liczba i procent."
DR_IT_05,,,, Pytanie w połowie tego w sferze atakuje niektóre chcianych.
DR_IT_05,,,," Być może dlatego, że została wprowadzona?"
DR_IT_05,,,," Jeżeli taki klub niego podpisany poddanym kontakt po prostu nie będzie tej danej, jeżeli coś nie jest szczególne i odchylone od."
DR_IT_05,,,," Tego, jak wygląda przeciętny Grzyb, to będzie ciężko to znaleźć, ale no, nie odczytuję tego wykresu, bo tutaj mam po prostu takie stawy."
DR_IT_05,,,," Procent w stosunku do całej reszty wszystkich grzybów, o których nie opisano do tej cechy, więc to nie wskazuje na przyczynę."
DR_IT_05,,,, Może z tych typów?
DR_IT_05,,,, Potem też.
DR_IT_05,,,," Końca specjalistyczna są wyszłoby i opisane, które tak mi się wydaje jak Wena for integration i kolor zarodników po raczej żaden taki amatorski powiedzmy wybierasz grzybów nie będzie nie będzie zwracał uwagę na takie, że tak kolor zarodników tylko będzie zwracał uwagę na przykład na to, że jest zdrowy i takie bardziej podstawowe cechy. Widać, co opisałem dokładnie, więc może to wynikać z tego, że ludzie nie zajmują tam taki naukowy sposób na codzień, tylko bardziej wybierają, a potem na podstawie tu jest pełna analiza, ale to też nie jest na podstawie tego, tylko bardzo nie stało."
DR_IT_05,,,, W.
DR_IT_05,,,," Czyli to nie jest z realizacja lajku tak, którzy zbierają, żeby hobbistycznie zaczytać tak, no na pewno nie to tutaj mamy właśnie te pojęcia, ze statystyką, którą tak naprawdę wykłada się tylko na studiach."
DR_IT_05,,,," No i mamy tutaj nazwy typowo biologiczne, które nie są do końca związane z tym, jakby patrzył się z tym grzybiarz i opisane postacie, które mamy się wydaje. "
DR,__S7__,__Q4__,,"Jasny, jasny czy coś pani chce dodać? Ogólnie do tego swojego? To jest od początku dobra pani chce zrobić coś naszego dobrze dochodzimy pierwsze pytanie, czy na podstawie wykresu jest pani w stanie określić cechy, które najczęściej pojawiają się po jego prawej stronie i sugerują silny wpływ na klasyfikację Grzyba?"
DR_IT_05,,,," Taką niejadalne kogoś też no także pytają prawa, bo czasem się."
DR_IT_05,,,,"  Bo nie jest to w stanie zrozumieć pytania, co oznacza po prawej strony rozumiem."
DR_IT_05,,,,"  A tego, co pamiętam, po prostu założyłam, że prawa strona to będzie prawa strona tego wykresu tutaj i to było, które najczęściej pojawiały się w sobie, żeby simy wpływ na klasyfikację jako nielegalnego i pijącego, jeśli było zaznaczone, które są jadalne, które są niejadalne."
DR_IT_05,,,," To był testowy, każdym razie."
DR_IT_05,,,, Urban szukaj cechy studentami z pola.
DR_IT_05,,,, Wysoka wartość.
DR_IT_05,,,," Tak w Polsce generalny powiedziałabym, ze."
DR_IT_05,,,," Wysoką wysokość trzonu, bo łatwiej zaznaczono nowych lubię pojawia się po prawej stronie wykresu, ale właśnie ciężko było mi to stwierdzić, więc powiedziałem, że on jest dość."
DR_IT_05,,,, Mocno.
DR_IT_05,,,," Nieczytelne podlegania tego, że też na tym samym wykresie, na którym mamy cechy, które są tak naprawdę skalowalne, czyli na przykład wysokość strony w centymetrach, to nie jest Zero jedynkowa. Mamy wypisane cechy, które są."
DR_IT_05,,,, Tak naprawdę za jedynkowe na przykład gęstość blaszek braki tę rozmowę w jednym miejscu i to trochę nie obserwuję tego składu.
DR_IT_05,,,, O tutaj po prawej mają większy wpływ na klasyfikację poprzez model jako kierującego po lewej jako nielegalnego trica pojawiają się poprawiać sprawie.
DR_IT_05,,,," Starał silny wpływ na jego nieudolnego, odszedł."
DR_IT_05,,,," To była ta wysokość trzonów w centymetrach, bo tutaj mamy wysoka wartość tej cechy, ale."
DR_IT_05,,,," Wybór na telewizję, Jestem w stanie wnioskować. Byłybyście Legenda, których chyba nie było widoczne w ankiecie."
DR_IT_05,,,, Czyli na przykład duża średnica kapelusza w centymetrach.
DR_IT_05,,,, A.
DR_IT_05,,,," No to było takim razie to prostu legendę powiedziałem. Cukier często będą, bo to jest naprawdę."
DR_IT_05,,,," Wykres wysłane elizy jest też bardzo dużo informacji, które znajdują się wszystkie w jednym miejscu. I nie wiem, czy to jest no tak, tak tak pani chciała ją na przykład to u legendę i co do wartości ich ile uda faktycznie po stronie wartości HI low, żeby więcej było po prostu widać bardzo się patrzy, a nie rzeczy."
DR,,,," Notatki są do pana dyspozycji. Może pan zrobić to teraz, a."
DR_IT_05,,,, To właśnie tutaj?
DR_IT_05,,,,Wykresy mocno przykuwają uwagę. Ten opis po lewej wydaje się mniej ważne. Okazuje się wypłatę do odczytania tego wykresu.
DR_IT_05,,,," Była niska, średnia taka."
DR_IT_05,,,, Mała szerokość trzonu i.
DR_IT_05,,,," Duża wysokość trzonu, bo chodzi o odczytanie tych danych, ale to cofną do tego prawda? Chyba tyle. "
DR_IT_05,,__Q5__,," OK czy na podstawie wykresu jest pani w stanie określić te cechy, które dla różnych obserwacji mają różny wpływ na klasyfikację? Grzywa jako nielegalnego, trującego? Skąd biorą się niektóre punkty po prawej, a inne po lewej stronie?"
DR_IT_05,,,, Wtedy 4 lata z trzonów domina tak powiedzieli dobrze rozumiem pytanie.
DR_IT_05,,,, Kato.
DR_IT_05,,,, To one są mniej więcej symetrycznie rozłożone względem zera na tej skali na dole.
DR_IT_05,,,," I tutaj im bardziej ujemny ten wynikających, żeby ją bardziej dodatnich tym bawiąc."
DR_IT_05,,,, W sobot a no i tutaj będzie ta sama cecha będzie miśkiem na niski.
DR_IT_05,,,," To jest na niebiesko i to też będzie miała swojego ślubu to na niebiesko. Kiedy będzie ta sama cecha, ale właśnie w różnych różnych obserwacjach ona będzie wskazywać na różne."
DR_IT_05,,,," Różnych wynik, więc wskazałabym na tą cechę, ale rozjechał pojęcia, czy to jest poprawne."
DR_IT_05,,,, Mogę tylko takiej raczej sprawy?
DR,,,,"  Czy jeszcze jakieś ogólne uwagi do tego samego pani ma poza tymi, które pan zmienił wcześniej?"
DR_IT_05,,,," Odznaczył tego, przyjrzałem mu się, powiedzmy dłużej zaczynam go troszkę bardziej rozumieć. Pelne początku się wydaje, strasznie chaotycznej, natomiast nie dzieje to możemy się następnego. Dobrze, bardzo proszę."
DR_IT_05,__S8__,,,Nie mamy Słuchaj 8.
DR,,__Q6__,," Czy na podstawie wykresu jest Pani w stanie określić, które cechy mają największy wpływ dodatni na predykcje modelu, a które największy ujemny na definitywną w edycję modelu? Czy jest pani w stanie wyjaśnić, dlaczego te cechy są istotne?"
DR_IT_05,,,," Bo tu jest też dużo różnych danych, niestety."
DR_IT_05,,,," Takie dane statystyczne, które nie do końca wiem, co oznacza."
DR_IT_05,,,," Od poszczególnych cech przewidywanych klasyk surowców, model wartości pozytywnych prawo wskazują na wzrosty od podobieństwa klasyfikacji jako nie do tego tureckiego, a negatywny w lewo zróżnicowane."
DR_IT_05,,,, Mam wskazać.
DR_IT_05,,,, Największy wpływ dodatni? No to największy wpływ dodatni będzie wysokość trzonów centymetry.
DR_IT_05,,,, Prawo i mamy tutaj dużą wartość.
DR_IT_05,,,, Skali.
DR_IT_05,,,, Wydał.
DR_IT_05,,,, Chcę jeszcze dokupić datkiem powiedział.
DR_IT_05,,,, Czy to jest państwo i dlaczego te cechy są istotne?
DR_IT_05,,,," Chyba nie po prostu wydają się takie dość podstawowe. Tak jeżeli chodzi o wygląd. No krzywa, ale."
DR_IT_05,,,," No też takiej wiedzy ogólnej, to dużo grzybów trujących jest takich właśnie węższych i wyższych, ale to tak bardziej."
DR_IT_05,,,, na zasadzie skojarzenia.
DR_IT_05,,,, A raczej nie chce wstać z treścią. One są korzystne. Tak z tego punktu widzenia chodzi.
DR_IT_05,,,, To.
DR_IT_05,,,," Jest tutaj nasza wartość dodana, o której wspomina, aby oznacza wspólną jest takie na predykcję toksyczności dla konkretnego owocnika, więc to dochodzi. To jeżeli ta wartość jest wyższa, to taka jest bardziej istotna. Najważniejsze wpływ na produkcję, czyli no to będzie dobrze. Czy możemy przejść do kolejnego konia? "
DR_IT_05,,__Q7__,,"Czy jest pani w stanie stwierdzić, dlaczego wykres zaczyna się od bazowej wartości i w jaki sposób to wartość wpływa na interpretację pozostałych elementów wykresu?"
DR_IT_05,,,, Więc tutaj jest tak jak wyznaczona?
DR_IT_05,,,, Istotna.
DR_IT_05,,,," Średnio bazowa dla modelu wszystkiego obserwacji, czyli rozumiem tego istotne, to jest i ta wartość jest takie wpływem na model, czyli rozumiem tego istotność każdej z pojedynczych wartości i teraz jeżeli będziemy bardzo wał to tak jakby odcinamy to jak wszystkie były istotne i patrzymy tylko na różnice między nimi, to znaczy patrzymy, które są mniejsze od nad podstawami prostu, bardzo pozostałych, żeby bardziej."
DR_IT_05,,,, Pokazać różnicę wyników.
DR_IT_05,,,, To prawda.
DR,,__Q8__,,"Pytanie 3 czy jest pani w stanie wyjaśnić, w jaki sposób ostateczna wartość na końcu przedstawianego wykresu odzwierciedla predykcje modelu dla tej określonej konkretnej obserwacji? I czy tego pani oczekiwała? Czy tego pani oczekiwała?"
DR_IT_05,,,, Dobrze tego.
DR_IT_05,,,, Była tak jakby słowa?
DR_IT_05,,,," Dokładność tego akurat tego modelu. To znaczy, jeżeli przyjęła dziesiątkę, to po prostu maksymalnie to może liczba na końcu będzie tym w ilu przypadkach. Na ile ta obserwacja się sprawdza?"
DR_IT_05,,,, A.
DR_IT_05,,,," Wiem, co znaczy pytanie, czy tego oczekiwałam?"
DR_IT_05,,,, Na przykładzie oczekiwanie w podaniu do takim razie.
DR_IT_05,,,, Tak wychodziło się na.
DR_IT_05,,,,To się pokrywa. Nie mam nic więcej do powiedzenia.
DR,,__Q9__,," i ostatnie pytanie do tego wykresu czytać cechy, które według wykresu najsilniej wpływają na petycje odpowiadają pani wiedzy o grzybach? Czy jest pani w stanie ocenić to, co podpowiada model sztucznej inteligencji? Świetle własnej wiedzy i doświadczeń?"
DR_IT_05,,,," Wydaje się, że te cechy procesu pokazał, jak oknach nie wpływają. Wcale nie są tym, co no ja zazwyczaj biorę pod uwagę, kiedy patrzę na na szyby, przede wszystkim na kolor, może na kształt sam sobie może na to, jak wygląda, wyglądają blaszki, wygląda, jak będą boli to wszystko, ale albo już mają na przykład taki kołnierzyk. Nic pewnego nazywa, ale raczej nie nie chodzę."
DR_IT_05,,,," I nie wiem, chyba w centymetrach, więc więc to jest zupełnie inny rodzaj."
DR_IT_05,,,, Dlatego nie inny rodzaj?
DR_IT_05,,,, Podejścia jest takie mocno statystyczne.
DR_IT_05,,,," Jest takie to jednakowe, no chyba jeżeli jeżeli ma."
DR_IT_05,,,," płaską tą i jeżeli położy się na końcówkę języka i jeżeli piecze to jest trujące, więc się go nie ma w ogóle czegoś takiego, więc na pewno."
DR_IT_05,,,," Chyba nie stosuję. Ten bezpieczenie jest go losowanie, bo mi to dość mocno. Mama odpowiedziała, że można się faktycznie, oprócz jeżeli gdybyś jeżeli się byliśmy na przykład ruchomość sobotniego w ten sposób, ale znam ludzi, którzy tak robią, więc."
DR_IT_05,,,,dokładnie.
DR_IT_05,,,, Ok i tego nie mógł. Są bardzo ciekawych miejsc.
DR_IT_05,,,," Nie wiem, w ogóle się nie byłam na grzybach."
DR_IT_05,,,," Zapewni to, co pewnie."
DR,,,,"Mówię teraz o tym wykresie, bo nie oceniamy pani kompetencji, spokojnie."
DR,,,," Dobra czy coś, by Pani dodała jeszcze ogólnie do tego slajdu?"
DR_IT_05,__S9__,,,"Że jest dużo lepiej zrobić tam przodu, bo tutaj daleka genda."
DR_IT_05,,,," Szczerze pomagamy, że ona jest napisana, dostał kolory, bo jest tak samo taka szara, więc widać, że właśnie w tych szarych wartości."
DR_IT_05,__S9__,,,A i tutaj też.
DR_IT_05,,,," No nie ma czegoś takiego, że Jestem rozkład prawo lewo, gdy po lewej w zasadzie nic nie ma i to nawet nie systematyczne, tylko tutaj jest sensownie napisane, że jeżeli strzałka jest prawo to rozumiem, jest dodatnie. No i jest też zapisane w liczbach, więc bardzo fajny, no lepiej tak jasne co robimy teraz na sobie dobrze, czyli będziemy mieć znajdzie więc."
DR,,,,"To będę miał lat temu 3 pytania, co pani robi teraz? "
DR_IT_05,,,,Ale teraz no chciałam zobaczyć jakieś pytanie i progra 
DR,,__Q10__,,"dobrze dobrze a K pierwsze pytanie do tego slajdu na podstawie wykresu proszę wskazać cechy, które zwiększają prawdopodobieństwo zaklasyfikowania drzewa jako niejadalny blokującego."
DR_IT_05,,,," Czyli tutaj mamy to jest opisana ta skala na dole jest jadalny, jest trujący więc."
DR_IT_05,,,," I tutaj mamy od razu napisane, że większe prawdopodobieństwo, więc cech, które będą mówić, żeby trujące, to będzie ta szerokość trzonu. Zmiana kolory pobuszuje mleka, więc każda akcja, uszkodzenie ewentualnie."
DR_IT_05,,,, Tutaj była któregoś trzonu większe równe 5 20. Tutaj będzie szerokość stroną będzie równa.
DR_IT_05,,,," Wczoraj byłam, jest równa tempie, większa, większa od 5 40 a, ale mniejsza niż 5 17."
DR_IT_05,,,," Wysokości trzonów, centymetry."
DR_IT_05,,,," No i tutaj to jest dość totalne, bo jak droga napisane jaka wartość jednostka i na dole, że to jest po prostu prawdopodobieństwo."
DR_IT_05,,,," No i mamy drogę napisane tak sobie trujący po tej stronie jeszcze na czerwono, bo bardziej korzystającym niebieski więc kolory."
DR_IT_05,,,, Dobrze.
DR_IT_05,,,, Wypisanych bardzo personalnie. Na przykład mamy kolor trzonu 2 równa się i brązowym w kamerkach.
DR_IT_05,,,, Wykonawca przykład korcą jak brązowe.
DR_IT_05,,,," To może być problem, bo jeżeli coś takiego będzie na pierwszy rzut oka, to."
DR_IT_05,,,, Zdarza się miesza.
DR,,__Q11__,,"To co robimy teraz? Czy można założyć na podstawie wykresu, że istnieją przypadki, kiedy cecha, która jest mało istotna i lub średnio istotna, może stać się bardzo ważna?"
DR_IT_05,,,, Tak.
DR_IT_05,,,," Ale nie Jestem pewna czy mogę. Myślę, że tak. Na przykład na pewno nie Jestem pewna, czy może tylko dołożyć na podstawie zakresu. Chyba aż."
DR_IT_05,,,, Podstawie.
DR_IT_05,,,," Na podstawie tego, że tutaj mamy te 2 wartości dostaw szerokość trzonu mniejsza od 5 20 chorego stanu większa 5 20 bo to jest w jakimś stopniu sprzeczne ze sobą, a są tak naprawdę obie to 3 najważniejsze cechy."
DR_IT_05,,,," Wypominając dopuszczenia mleczka, które wydają się nawet ważniejsze niż całego trzonu, więc mając jakąś tam wiedzę, powiedzmy na to to sympatyczne to uwagę, że to pytanie istotna może faktycznie."
DR_IT_05,,,," Może tak istotna tylko na podstawie samej statystyki tego, że większość próbujących tak faktycznie ma. No ale z 2 strony można się kłócić, że większość tak ma być. To więc."
DR_IT_05,,,, Ciężko mi to stwierdzić o K?
DR,,__Q12__,,Czy wyniki przedstawione na tym wykresie są zgodne z pani wiedzą o grzybach i doświadczeniem?
DR_IT_05,,,," Zostanie stwierdzić, bo nie Jestem w stanie sobie przypomnieć właśnie takich średnic kapelusz, jak tylko poruszę to duże czy kapelusze są małe."
DR_IT_05,,,," Po prostu nie Jestem w stanie sobie po prostu zwizualizować, nawet rozmiarowo i wygląda, że trujące słyszałam o tym o tym puszczaniu. Mleczka pracy na szkodzenia."
DR_IT_05,,,, A.
DR_IT_05,,,," To jest jakimś stopniu, zgodnie z moją wiedzą."
DR_IT_05,,,," Te kończone były, żeby nie słyszałem, żeby mają brązowy kolor, stanowiąc to może ze świadczeń z mojej wiedzy."
DR_IT_05,,,," I tutaj było takich cech typu wysokość trzonu, średnica"
DR_IT_05,,,," A wysokość szerokość szerokość jest tak naprawdę z tych cech, które powiedzmy są w jakiś sposób jednoznaczny. Mamy biały kolor groszek i kolor trzonu biały."
DR_IT_05,,,," I każdego białego plaszczyk ze nic nie kojarzą specjalnie z wami jadalnymi, ale najwidoczniej jest kolor trzonu. Też niekoniecznie. To nie jest taka, którą uznałabym za pewną jeżeli."
DR_IT_05,,,," Pewną jako to, że Grzyb nie jest trujący, bo no mamy na przykład."
DR_IT_05,,,," Muchomor, który ma całą nóżkę, więc."
DR_IT_05,,,, To jest to.
DR_IT_05,,,," No albo pieczarki, które mają problem?"
DR_IT_05,,,," Krótko mówiąc, lepiej nie."
DR,,,,"O K co Pani chce zrobić teraz? Niektóre dane wstępne, że nie ma więcej pytań, chyba że chce Pani coś dodać na temat tego swojego na temat tego wykresu."
