speaker_id,slide_id,question_id,problem_id,text
MW_SSH_04,,,,"Znaczy po prostu jakby kąt albo rodzaj przyrostu np. do trzona grzyba bądź do kapelusza, ich ilość oraz sposób, w jaki się łączą z tymi elementami."
MW,,,,I to na co może wpływać?
MW_SSH_04,,,,"Na to, czy grzyby są jadalne, trujące, czy po prostu niejadalne."
MW,,,,"Czy jakieś inne jeszcze interesujące, jakieś elementy, tutaj pan na tym slajdzie widzi? Coś jest właśnie zrozumiałe, ciekawe, albo niezrozumiałe?"
MW_SSH_04,,,,"Podstawa trzonu. Właściwie w większości jest przypadków brak danych. Dlatego też to wydaje się ciekawe, ponieważ wykres jest tak naprawdę w większości niepełny."
MW,,,,Skąd się może ten brak danych brać? Co to może oznaczać?
MW_SSH_04,,,,"Z tego, że np. mogły być nieprowadzone badania pod względem, jakiego kształtu jest podstawa członu, że nie było na to zwracania uwagi i po prostu nie ma tego w bazie danych. Że głównie się skupiano na innych elementach tego wykresu. W większości jest wypełniony np. kształt kapelusza, albo kolor kapelusza, kolor blaszek. Nie ma przedstawionych na wizualizacji elementów brak danych."
MW,,,,"A w ogóle te cechy, które tutaj są przedstawione, czy pan w ogóle jest grzybiarzem takim zapalonym? Ma pan jakąś wiedzę grzybiarską?"
MW_SSH_04,,,,"Zapalonym grzybiarzem nie, ale chodziłem na grzyby."
MW,,,,Czyli jakiś poziom wiedzy takiej potocznej?
MW_SSH_04,,,,"Potocznej, tak."
MW,,,,"Czy te cechy, które tutaj są na przykład przedstawione, one pana zdaniem jakoś wpływają na sposób rozpoznawania grzybów jadalnych od trujących? To są takie istotne rzeczy czy nie?"
MW_SSH_04,,,,"Tak, na pewno tak, bo kolor kapelusza często wskazuje także, brązowe tak mi się wydaje przynajmniej, często wskazuje na przykład na grzyby jadalne. I kolory blaszek także, choć zwykle to jest kwestia kategorii, że jak są blaszki to raczej grzyb jest niejadalny lub trujący, tylko w przypadku kurki to jest inaczej, że on jest grzybem jadalnym. Ale zwykle właśnie poprzez tą pulchowatość, taką gąbkę pod kapluszem grzyba, to są grzyby jadalne, zwykle, też nie zawsze."
MW,__S5__,,,To przejdźmy dalej. Co tutaj mamy przedstawione?
MW_SSH_04,,,,"Tak naprawdę dalsze cechy, które charakteryzują poszczególne grzyby. Bardziej precyzyjne, bo tamte były bardziej podstawowe tak naprawdę. Bo to już jakby wchodzimy w powietrznie trzonu, kolory trzonu. Typ hymenoforu, czyli tego w jaki sposób łączą się te blaszki. Obecność pierścienia, pory roku, to też ciekawe występowanie."
MW,,,,"Zwracał pan na to kiedyś uwagę, właśnie na porę roku, jak jakiś taki czynnik?"
MW_SSH_04,,,,"No typowo jakby, względem tego czy grzyb jest jadalny czy niejadalny, to nie. Po prostu jakby z wiedzy potocznej to wiem, że grzyby to zawsze na jesień, po deszczu, jakby w porze deszczowej."
MW,,__Q2__,,"A typ siedliska, czy gdzieś tu się znajduje i byśmy sobie o nim mogli powiedzieć? Jak pan te cechy tutaj interpretuje?"
MW_SSH_04,,,,"Najmilszym jakby, najbardziej przyjaznym środowiskiem dla grzeba są lasy bądź trawa, czyli jakiegoś rodzaju łąki, liście, tam gdzie też następuje po prostu rozkład, bo grzyby w ten sposób działają też na zasadzie symbiozy z drzewami i też na zasadzie właśnie pomagania i korzystania z rozkładu poprzez mikroelementy danych materii organicznej."
MW,,,,Czyli te dane tutaj są jakby zgodne z pana wiedzą taką właśnie płynącą z doświadczenia?
MW_SSH_04,,,,"Tak, tak. A propos siedliska to najbardziej bym się spodziewał, że lasy będą dominującą cechą. Łąki i trawy też. Myślałem, że będzie mniejsza dysproporcja pomiędzy tymi dwoma cechami."
MW,__S6__,,,Tu możemy sobie przejść dalej. Jak pan tutaj interpretował te statystyki opisowe?
MW_SSH_04,,,,"Tak naprawdę mamy pokazaną liczbę ogólną grzybów, gatunków dostępnych i poszczególnie mamy, to jest minimalna nieczytelność jak dla mnie, ponieważ liczba względem tego, że trzeba czytać tylko nie kolumny, wers, jakby dany wers tej tabelki, a względem tego, że średnica trzonu nie będzie i wysokość trzonu i szerokość trzonu nie będzie miała tyle takiej liczby, po prostu jeszcze trzeba bardziej odczytywać kolejne względem jakby następujących informacji, że średnia średnia kapelusza po 6 cm to 6,67, i wysokość trzonu także średnia to 5,58."
MW,,__Q3__,,"A jak pan interpretuje brak danych? Bo tu znowu mamy podobną sytuację, pewnych danych nie ma, co to może oznaczać?"
MW_SSH_04,,,,"Tak samo, że po prostu nie zostały zbadane dane, dane elementy każdego gatunku grzyba takich jak średnica kapelusza, wysokość trzonu, szerokość trzonu, po prostu nie zostały zbadane albo nie zostały sklasyfikowane, a te dane gdzieś uciekły, po prostu też może być brak danych."
MW,,,,"A to jest jakby przeszkoda tutaj? To jakoś wpływa na to, w jaki sposób pan ocenia te dane?"
MW_SSH_04,,,,"Wpływa, ponieważ nie ma całej ilości informacji, więc jakby w przypadku, kiedy znamy na przykład znamy jedną czwartą informacji, to mogą być liczby od 1 do 10, a tak naprawdę 75% jest od 1000 do 2000, co wtedy znacząco wpłynie jakby na wyobrażenie. No w zależności w jakim tak naprawdę, bo im mniejsza liczba danych tak naprawdę względem całości, tym mniejsza dokładność tych danych. Więc to wpływa na ich rzetelność i wiarygodność."
MW,,,,"A czy dałoby się coś zrobić z tym sposobem przedstawienia danych, żeby on był taki może bardziej przyjazny dla użytkownika?"
MW_SSH_04,,,,"Przedstawić go w formie graficznej na przykład. Albo rozdzielić poszczególne na, względem obrócić o 90 stopni całość wykresu, bardziej jak tutaj w tym przypadku. Bo to jest już bardziej zrozumiałe. Bo to już jest pokazane, jeżeli to dobrze interpretuję, jakby względem, że ta dana cecha występuje w takiej ilości badanych gatunków, czyli jakby w takim procencie tych badanych gatunków. Natomiast to tu musiałem najpierw się wczytać i bardziej zrozumieć, o co chodzi w tym wykresie, tej wizualizacji w wykresie koniecznie."
MW,__S7__,,,"Możemy przejść dalej. Tutaj też proszę wiedzieć, że tyle czasu pan może spędzić nad slajdem, ile uważa za stosowne. Jak już temat jest wyczerpany, to można sobie spokojnie przechodzić dalej."
MW_SSH_04,,,,Też przy okazji sobie poczytam.
MW,,,,"Pewnie, śmiało."
MW_SSH_04,,,,To też interesujące dane.
MW,,,,"A ma pan generalnie, tak, jesteśmy powiedzmy w połowie prezentacji, ma pan takie zaufanie do tych danych, że właśnie coś, czego się pan tutaj na przykład dowie dzisiaj, zastosuje pan potem faktycznie w praktyce, w jakiejś swojej praktyce grzybiarskiej?"
MW_SSH_04,,,,"Jest to możliwe, ale najpierw te dane bym musiał sprawdzić ze źródłem, któremu ufam tak naprawdę, bo w prezentacji to wszystko może zostać, tak naprawdę wszystko pokazane, choć też istnieje pewne ryzyko, że po prostu te dane wchłonę i potem mój mózg to jakoś przetworzy i będzie uznawał je za dane prawdziwe. Więc to tak, że może wprowadzać w błąd. Ale też chciałbym sprawdzić skąd, bo też nie ma jak na razie, nie widziałem bibliografii, ani skąd te dane są wzięte, więc obawiam się, że mogą być nieprawdziwe."
MW,,,,"Tu mamy rój pszczół, taki typ wizualizacji, z którym już się pan spotkał. Co z niego wynika, jakby pan go miał zinterpretować?"
MW_SSH_04,,,,"No wynika tak naprawdę pokazanie wartość cechy, która także względem tego elementu pokazującego, względem wykresu, tak naprawdę która wpływa na jego, czy jest jadalny, trujący, czy niejadalny. I ten kolor wpływa właśnie na pokazanie tego, jaki to ma efekt. Dana cecha, jaki ma efekt na właśnie ten stosunek jadalności czy trojalności."
MW,,,,"Tutaj mamy takie pytania do poszczególnych slajdów. Ja je sobie tutaj podczytywałam, ale do tego slajdu naszego właśnie z rojem pszczół. Jakby pan spróbował na to pytanie odpowiedzieć."
MW_SSH_04,,__Q5__,,"Czy na podstawie wykresu jesteś w stanie określić te cechy, które dla różnych obserwacji mają różny wpływ na klasyfikację grzyba jako niejadalnego, trującego, skąd biorą się niektóre punkty po prawej, a inne po lewej. No to tak, w przypadku pierwszej kategorii, czyli wysokości trzonu, to w takim razie wskazuje to, że im trzon jest niższy, to wskazuje to na mniejszą wartość tej cechy i tak naprawdę powyżej tej kategorii wskazują na wyższą wartość tej cechy, ponieważ kolor się także zmienia. Natomiast w przypadku średnicy kapelusza, to im mniejsza średnica kapelusza względem także średniej, to największe prawdopodobieństwo na to, że grzyb będzie trujący. Albo że ta cecha po prostu będzie bardziej ważniejsza. A w przypadku szerokości trzonu w takim razie w okolicach średniej, są te grzyby trujące, jeżeli dobrze rozumiem. A te dalsze od średniej to są grzyby jadalne."
MW,,,,A czy to jest właśnie zgodne z pana wiedzą grzybiarską znowu? Że te akurat czynniki tutaj…
MW_SSH_04,,,,"Średnice kapeluszy tak. To bym się zgodził, że częściej mniejsze kapelusze posiadają grzyby trujące. I wysokość trzonu także, bo często grzyby trujące mają małe kapelusze z wysokimi trzonami. Natomiast grzyby jadalne są częściej bardziej zbite. Są niższe i można je bardziej opisać na okręgu. Natomiast te są bardziej owalne w opisie."
MW,,,,"A czy z tej legendy, która jest w lewym dolnym rogu, pan skorzystał czy nie? Czy pominął ten element?"
MW_SSH_04,,,,"Skorzystałem dopiero po wypowiedzi, ponieważ wystarczyła tylko ten słupek po prawej stronie wykresu jako wartość cechy."
MW,,,,"Czyli ta legenda byłaby tutaj potrzebna, niepotrzebna, w jakimś innym miejscu się powinna znajdować może, żeby jakoś tak bardziej była widoczna?"
MW_SSH_04,,,,"Osobiście bym ją postawił bardziej legendę w prawym dolnym rogu albo bardziej po prawej stronie wykresu, ponieważ tak to ona znika wzdłuż tych cech, które są poprowadzone od góry do dołu."
MW,,,,"Czy jeszcze coś nam się tutaj rzuca w oczy, jeśli chodzi o ten wykres. Co by można było może jakoś poprawić, zmienić?"
MW_SSH_04,,,,"Duży brak danych tak naprawdę, albo kwestia tego, że nie wiem jak interpretować, bo tak naprawdę tylko trzy pierwsze cechy mają opis na linii innej niż zero, w innym punkcie niż zero. I tak naprawdę to mnie skazuje albo na brak danych, albo na to, że to jest niezmienne, bo też to są cechy takie, które też albo są zielone, albo nie są zielone. Więc to wskazuje na to, że po prostu to są tak lub nie, czyli binarne odpowiedzi typowe. No, choć co prawda, w zeszłym roku, ale no, tak. Jest w całości zrozumiałe. Teraz jakby przyjrzałem się temu i teraz już rozumiem."
MW,__S8__,,,"To możemy przejść dalej. Mamy tutaj wykres typu wodospad. Jak pan go interpretuje i jakby pan był w stanie odpowiedzieć na te kilka pytań, które tutaj są do tego slajdu przypisane?"
MW_SSH_04,,,,"Najpierw przeczytam legendę, informację podaną w slajdzie, ponieważ nie pierwszy raz się spotykam z tego typu wizualizacją. Tak naprawdę on jest podobny do poprzedniego ze względu na to, że im wyższa wysokość trzonów tym większe prawdopodobieństwo na to że grzyb jest trujący, więc większy przyrost, tak samo im mniejsza szerokość trzonu tym większe prawdopodobieństwo na to. Również przy postaci, przy średnicy kapelusza jest to samo. Czyli jakby podobna wizualizacja co do poprzedniej, tylko kwestia, że troszkę mniej zrozumiała, jak dla mnie. Na pierwszy rzut oka, bo człowiek się spodziewa czegoś innego."
MW,,,,A jak by pan spróbował przejść przez te pytania po kolei?
MW_SSH_04,,,,Czytać je?
MW,,,,"Tak, jakby można było."
MW_SSH_04,,__Q6__,,"Czy na podstawie wykresu jesteś w stanie określić, które cechy mają największy wpływ dodatni na predykcję modelu, a które największy ujemny na definitywną predykcję modelu? Czy jesteś w stanie wyjaśnić, dlaczego te cechy są istotne? Największy cech dodatni, to wysokość trzonu, zdecydowanie. Największy ujemny na definitywną predykcję modelu. Nie do końca rozumiem największy ujemny, czy to chodzi o szerokość trzonu, tak to bym interpretował, jako to jest jedyna dana na minusie tak naprawdę. (ns - 00:23:52), te cechy są istotne? Tak, ponieważ zwykle jakby im większa wysokość trzonu, to to prowadzi do większego prawdopodobieństwa na trujalność tego grzyba. I jakby to w tym przypadku średnica kapelusza i wysokość trzonu jakby są też pokazane jako dane w centymetrach. Ale grzyby są wyższe niż szersze w większości przypadków. Więc też to może być wskaźnik taki, który może prowadzić do tego, że tak naprawdę średnica kapelusza jest większym wskaźnikiem, ale ponieważ poprzez wybraną jednostkę centymetra, a nie proporcjonalności względem tego jak bardzo, jaka jest różnica pomiędzy średnią może to być tak naprawdę ten czynnik średnicy kapelusza, który jest ważniejszy od wysokości trzonu, ale to jest średnia, nie, a mam zastęp do średniej więc nie. Moje założenie było błędne. Średnia to też jest podane w centymetrach, a tu 0,55. W takim razie to nie. Nie, to wysokość trzonu zdecydowanie jako najważniejsza. "
MW_SSH_04,,__Q7__,,"Czy jesteś w stanie stwierdzić, dlaczego wykres zaczyna się od bazowej wartości? W jaki sposób ta wartość wpływa na interpretację pozostałych elementów wykresu? Zaczyna się od bazowej wartości, czyli średniej wszystkich grzybów i pokazuje na czerwono w tym przypadku przyrost w przypadku grzybów trujących, że średnia, że interpretowano to w ten sposób, że średnia wysokość trzonów grzybów trujących jest wyższa, niż w przypadku grzybów, ogólnie grzybów jako średnich, czyli w takim razie grzyby jadalne tą wysokość trzonu posiadają niższą względnie. W jaki sposób wpływa? No właśnie w taki. "
MW_SSH_04,,__Q8__,,"Czy jesteś w stanie wyjaśnić w jaki sposób ostateczna wartość na końcu przedstawionego wykresu odzwierciedla predykcję modelu dla tej określonej, konkretnej obserwacji. Czy tego oczekiwałeś? Nie, nie jestem w stanie wyjaśnić, w jaki sposób (ns - 00:26:16) wartość na końcu. Niczego nie oczekiwałem, więc jakby tego też nie oczekiwałem. "
MW_SSH_04,,__Q9__,,"Czy te cechy, które według wykresu najsilniej wpływają na predykcję, odpowiadają twojej wiedzy o grzybach? Czy jesteś w stanie ocenić to, co podpowiada model AI w świetle własnej wiedzy i doświadczenia. Bo tak, tak już jak wcześniej mówiłem, że zgodziłbym się z tym, że szerokość trzonu, wysokość trzonu i te dane przedstawione i te tendencje, zgodziłbym się z tym, że one są wspólne z moją wiedzą na temat grzybów właśnie tak że…"
MW,__S9__,,,"To możemy sobie przejść dalej. Z tym typem wykresu się pan spotkał, z tego co pamiętam. I też mamy kilka pytań do niego."
MW_SSH_04,,,,"Tak naprawdę to też są podobne do poprzedniego i względem tego jeszcze wcześniejszego, że one mają podobne zadanie."
MW,,,,"Które cechy zwiększają prawdopodobieństwo zaklasyfikowania grzyba jako niejadalnego, trującego?"
MW_SSH_04,,__Q10__,,"Które wpływają pozytywnie na to, że on jest trujący? To jest zaznaczone na czerwono, czyli szerokość trzonu, zmienia kolor lub puszcza mleko w reakcji na uszkodzenie, szerokość trzonu, wysokość trzonu, średnica kapelusza i kolor trzonu. Tak naprawdę wpływają na to, że są trujące."
MW,,__Q11__,,"Czy można założyć na podstawie tego wykresu, że istnieją takie przypadki, kiedy cecha, która jest mało istotna albo średnio istotna, może się stać bardzo ważna?"
MW_SSH_04,,,,"Mało istotna i średnio istotna, która może stać się bardzo ważna. Dla mnie to są same ważne cechy. Nawet nie szerokość trzonu, ale to też jest raczej mierzone w tym przypadku. Nie widzę tu cech nieważnych."
MW,,__Q12__,,"I znowu, czy to jest zgodne z taką wiedzą grzybiarską?"
MW_SSH_04,,,,"Niekoniecznie, ponieważ jest to kolor blaszek. Blaszki raczej usposabia się z grzybami trującymi, natomiast tutaj kolor blaszek biały wskazuje na to, że grzyb jest bardziej jadalny niż bardziej trujący. Więc to też mnie zdziwiło. No i kolor trzonu brązowy także. Raczej bym usposabiał kolor ogólnie grzyba jako brązowego raczej z grzybem jadalnym niż trującym. Co prawda to jest mała dysproporcja tego z moim wyobrażeniem, ale nadal, mimo tego, że istnieje."
MW,,,,"I w przypadku takiej właśnie rozbieżności, kiedy coś na tym slajdzie jest takiego właśnie zaskakującego, kusiłoby pana, żeby to sprawdzić w jakimś zewnętrznym źródle?"
MW_SSH_04,,,,"Tak, sprawdziłbym, choć nie miałem takiej pewności w tej wiedzy, więc byłbym w stanie uwierzyć, że tak jest w rzeczywistości, jak jest przedstawione na tym wykresie. Przekonał mnie szczerze powiedziawszy."
MW,,,,"A czemu ten wykres był bardziej przekonujący niż inne? Bo wcześniej zaznaczał pan raczej taką nieufność, że jednak by tutaj poszukał."
MW_SSH_04,,,,"Może dlatego, że moja wiedza nie jest na tyle sprawdzona względem tej ilości grzybów, jakby jaka powinna być. A ten jest dobrze zrozumiały i czytelny wyjątkowo dla mnie. No i także ta część danych, które uważam, że się potwierdzają względem mojej wiedzy, są tak, że to jest zawarte. Natomiast te dane, które się nie potwierdzają, są w mniejszym stopniu niepotwierdzone, że jest mniejsza dysproporcja pomiędzy tym, co myślałem, a jak jest, bo byłbym na pewno w stanie mniej uwierzyć, gdyby na przykład kolor trzonu brązowy byłby cechą bardziej dominującą w znaczeniu, że jest bardziej trujący ten grzyb, wtedy bym musiał to sprawdzić. Jak jeden jest tylko minimalnie powyżej tego, co się spodziewałem, to jest to łatwiej uwierzyć."
MW,__S10__,,,To możemy przejść sobie dalej.
MW_SSH_04,,,,Dobrze. Do paragonu wracamy.
MW,,,,To jest ciekawa metafora.
MW_SSH_04,,,,"Teraz przeczytam opis, objaśnienie i legendę na slajdzie znajdującym się."
MW,,,,Czy coś się udało wyczytać z tego?
MW_SSH_04,,,,"Tak. Albowiem to, że sam fakt przedstawiają tutaj dwie wartości, czyli wartość pierwotna i wartość zmieniona. Pierwotna to jest ta pobrana od danego, dla konkretnego owocnika z pierwotnego zbioru danych. Natomiast zmiana to jest ta uzupełniona przez model AI, czyli na podstawie tego też domysłu pewnego sztucznej inteligencji, na podstawie wcześniej dodanych danych, czyli tego machine learning. Jeszcze o objaśnieniu jakby chcę się, muszę lepiej zrozumieć, bo tu nie mam pewności. To jest zaznaczenie czerwone, ale nie ma go na wizualizacji, tu też wprowadza powiem, bo człowiek szuka, szuka jakby koloru czerwonego na wizualizacji, którego nie znalazłem. Nie rozumiem objaśnień, szczerze powiedziawszy."
MW,,__Q13__,,"A czy byłby pan w stanie na podstawie tej analizy stwierdzić, jakie zmiany w cechach mają największy wpływ na zmianę klasyfikacji grzyba z niejadalnego, trującego na jadalny albo odwrotnie?"
MW_SSH_04,,,,Jeszcze raz mógłbym prosić?
MW,,,,Tutaj jest też na karteczce przed Panem. Czy jesteśmy w stanie stwierdzić?
MW_SSH_04,,,,Na podstawie tej wizualizacji?
MW,,,,Mhm. Największy wpływ na zmianę klasyfikacji grzyba.
MW_SSH_04,,,,To tak naprawdę jest jedyna dana zmodyfikowana względem tych slajdów. To jest wysokość trzonu podana w centymetrach.
MW,,__Q14__,,"I znowu, czy to jest zgodne z wiedzą o grzybach, którą pan posiada? Że to jest taka cecha, która może decydować w dużym stopniu o tym, czy grzyb jest jadalny, czy niejadalny?"
MW_SSH_04,,,,"Tak, jak wcześniej ustaliliśmy, na podstawie poprzedniej wizualizacji to tak. Ale to nie wiem, czy porównanie z obserwacją nr 0 i nr 1, która odnosi się do którego grzyba tak naprawdę. Bo też dane wszystkie są takie same i tak naprawdę jedyna wartość zmodyfikowana to jest właśnie ta wysokość trzonu po 100 cm i to jest wartość zmieniona, której zmiana wynosi 0,3 cm, więc to jest jakby też minimalna różnica, ciężko zauważalna."
MW,,,,Czy coś tu jeszcze się panu rzuca w oczy?
MW_SSH_04,,,,"A, jest jeszcze… Nie, to jest to samo. Nic więcej."
MW,__S11__,,,To możemy przejść dalej. Tu mamy taki slajd z objaśnieniem.
MW_SSH_04,,,,Poprzedniego czy następnego slajdu?
MW,,,,Nie mogę podpowiadać.
MW_SSH_04,,,,Potrzebowałbym chwilki przerwy.
MW,,,,Jasne. Przerwy tutaj czy przerwy na zewnątrz?
MW_SSH_04,,,,"Nie, tutaj po prostu."
MW,,,,Może wody?
MW_SSH_04,,,,"Nie, dziękuję. Tylko po prostu chwilę nie patrzeć, bo się skupiłem mocno."
MW,,,,Ja wiem. To jest takie badanie dosyć czasochłonne.
MW_SSH_04,,,,"Czy to też jest ważne, w którym miejscu badany poprosi o przerwę?"
MW,,,,"Ja myślę, że to też może być interesujące z punktu widzenia takiego zmęczenia poznawczego. Mamy tutaj właściwie minutę nagrywania 35."
MW_SSH_04,,,,Mhm.
MW,,,,Czy ten slajd z objaśnieniem jest zrozumiały? Wiadomo czego on dotyczy.
MW_SSH_04,,,,Wyjaśnienia. Jeszcze nie przeczytałem go całego.
MW,,,,To proszę sobie spokojniutko czytać.
