speaker_id,slide_id,question_id,problem_id,text
PK,,,,A czy widzi Pani jakąś sprzeczność między tytułem tego diagramu: „Sposób przy rozstania blaszek do trzonu” a jedną z możliwych odpowiedzi „rurki”.
PK_DE_01,,,,"Tak. Tak. No jest sprzecznością, blaszki to nie rurki."
PK,,,,"Blaszki to nie rurki, fantastycznie. Pierwsza odpowiedź już jest nasza. "
PK,,__Q2__,,"Teraz wyświetlimy sobie kolejne pytanie tym razem. Pytanie do slajdu kolejnego: przedstawi, jak rozumiesz rozkład cech dotyczących typu siedliska. Czeka nas zapewne typ siedliska i zobaczymy na slajdzie 5, który powiększę, typ siedliska. Rozkład cech dotyczący typu siedliska."
PK_DE_01,__S5__,,,"Siedlisko, lasy. Tak, najczęściej w lasach, chociaż niekoniecznie czasami na łąkach. Wrzosowiska. Miejskie również bywają. Czyli mamy lasy, łąki, wrzosowiska i miejskie. O grzybach jadalnych czy trujących?"
PK,,,,"Też nie mogę udzielić odpowiedzi na to pytanie, ale takie pytanie pani się w tej chwili nasuwa, tak? że brakuje tu informacji, czego dokładnie dotyczy ten diagram? Czy rozmawiamy o wszystkich grzybach ze zbioru, czy o grzybach zaklasyfikowanych jako jadalne? Czy ja dobrze dopowiadam?"
PK_DE_01,,,,Tak.
PK,,,,"Jasne, czyli w tej chwili Pani zgłasza pewien deficyt informacji potrzebnych do zrozumienia tego diagramu. Świetnie. A to mamy już dwa slajdy przerobione. Teraz posuwamy się dalej, slajd 6: dlaczego według pani w zbiorze brakuje niektórych danych i z czego to może wynikać? Dlaczego w zbiorze brakuje niektórych danych i z czego to może wynikać? "
PK,__S6__,,,"Przechodzimy do slajdu 6, który zaraz wyświetlę w całości. Proszę łaskawie spokojnie sobie przeanalizować treść tych statystyk, powiedzieć na głos wszystko, co się pani będzie nasuwało w trakcie tej analizy. Każde słowo jest na wagę złota. "
PK,,__Q3__,,I dlaczego brakuje niektórych danych? Co może być tego powodem?
PK_DE_01,,,,"To znaczy, myślę, że tak średnica kapelusza w centymetrach nie ma zbytniego znaczenia chyba. To znaczy powyżej jakieś tam średnicy zbieramy te grzyby jadalne, a trujące niekoniecznie Wysokość trzonu – też tu za bardzo nie może mieć znaczenia, tak jak dla mnie. Szerokość trzonu… yy… z tym się zgodzę, bo niektóre grzyby trujące mają dołem trzon taki bulwiasty wyrastający z pochwy albo zasłonaki, które również wyrastają i mają w większości takie bulwiaste te podstawy trzonów."
PK,,,,"Przepraszam bardzo, ja tylko pozwolę sobie powtórzyć po pani zdanie, które pani wypowiedziała, a które zostało troszkę zagłuszone przez zakłócenia. Niektóre grzyby trujące mają trzon bulwiasty wyrastający z pochwy. Czy tak pani dokładnie powiedziała, bardzo dziękuję."
PK_DE_01,,,,Tak. Tak powiedziałam.
PK,,,,"Chodzi o to, żeby nam się to zapisało, prawda, w naszej rejestracji, bo to jest, no, każde słowo jest bardzo ważne. Dziękuję. I teraz mamy w 2 części ekranu brakujące dane, ich liczba i procent brakujących."
PK_DE_01,,,,"Tak. Typ hymenoforu. To mówimy głównie o blaszkowych grzybach. Kolor zarodników. I jest istotne. Muchomory w większości mają biały… białe zarodniki, a zasłonaki brązowe, chociaż brązowe również mają pieczarki, które są jadalne. Kolor hymenoforu. Też ma znaczenie i też brakuje chyba części procent. Podstawa trzonu: o, tu ma chyba spore znaczenie. Powierzchnia trzonu… yy… może być u niektórych gatunków trujących, tych śmiertelnie trujących muchomorów, lekko zygzakowata, chociaż w kolorze [niesłyszalne]. Powierzchnia trzonu może być gładka, a może być właśnie taka lekko taka kosmówkowata. Gęstość blaszek. No, gęstość blaszek to to chyba u muchomorów głównie to dosyć gęste są blaszki, u zasłonaków różnie. Powierzchnia kapelusza. O, tutaj mamy spore braki, ale chyba to nie ma takiego znaczenia, bo niektóre grzyby są matowe, inne są błyszczące. Jedne są lepkie, inne suche. Ale i wśród jadalnych, i wśród trujących mogą być takie cechy. Sposób przyrastania blaszek do trzonu. Mogą być wolne, zbiegające i tutaj jest też, niewielkie ma to znaczenie, bo różnie to bywa z różnymi gatunkami. Typ pierścienia: pierścień przyrośnięty u muchomorów tych śmiertelnie trujących. Pierścień ruchomy, na przykład u kani. Nie jest przyrośnięty do trzonu. Klasa, tu kolor trzonu, siedlisko, już mamy same zera."
PK,,,,"Same zera, raczej tych danych nie brakuje."
PK_DE_01,,,,"Czyli, czyli tych danych w ogóle tu nie ma? Obecność pierścienia. Obecność pierścienia jest istotna."
PK,,,,"Tak, tylko proszę zwrócić uwagę, to to jest lista brakujących danych, czyli tam gdzie mamy zero, to znaczy, że danych nie brakuje."
PK_DE_01,,,,"Tak. Aha. Czyli mamy wszystkie dane, tak?"
PK,,,,"Tak, dla klasy, dla koloru trzonu, dla siedliska mamy wszystkie dane, a te brakujące wraz z procentem braków mamy powyżej. I teraz, jeśli bym mogła panią prosić na spojrzenie na te dane, których brakuje: typ hymenoforu brakuje 94%, potem na końcu jest typ pierścienia, brakuje tylko 4%. Jeśliby pani te brakujące objęła spojrzeniem."
PK_DE_01,,,,"Jeżeli tak dużo brakuje, a głównie grzyby trujące występują pośród tych grzybów blaszkowych, więc tu nie powinno być problemem."
PK,,,,"Dobrze, to, że nie ma oznaczenia hymenoforu w sytuacji, kiedy wszystkie są blaszkowe w zbiorze nie ma większego znaczenia, ale pozostałe, brak pozostałych danych na temat koloru, koloru zarodników, hymenoforu?"
PK_DE_01,,,,"No, kolory zarodników mogą być różne, także w zależności od rodzaju grzybów, od rodziny. Kolory są od białego po brązowy, czasami nawet bordowe, ciemny brąz, jasny brąz, różowe. Tak że trudno jest na tej na podstawie tej cechy zaklasyfikować, czy grzyb jest jadalny, czy trujący."
PK,,,,"Ale czy ogólnie pani uważa, że brak tych danych w zbiorze, na podstawie którego pracuje sztuczna inteligencja, może wpływać na trafność przewidywań, na trafność klasyfikacji, którą model robi?"
PK_DE_01,,,,"Trudno mi powiedzieć, mówię, gdybym miała konkretne gatunki grzybów, to wtedy tak."
PK,,,,Konkretne gatunki.
PK_DE_01,,,,"Tak, to wtedy tak, a jeżeli to jest ogólna liczba gatunków różnych blaszkowych, to to jest raczej trudne."
PK,,,,"Jasne, wszystko rozumiem. Możemy uznać, że że ten slajd został przez nas omówiony. "
PK,__S7__,,,"Przechodzimy do kolejnego pytania, slajd 7. Zobaczy pani na nim, zobaczy pani na nim taki wykres o nazwie rój pszczół i pytanie pierwsze: czy na podstawie wykresu jesteś w stanie określić te cechy, które najczęściej pojawiają się po prawej stronie i sugerują silny wpływ na klasyfikację grzyba jako niejadalnego/trującego. Ja mam jeszcze takie pytanie, być może żeby pani było troszeczkę łatwiej odpowiadać na pytanie, na te na te pytania tutaj, czy pani miałaby możliwość może wydrukowania sobie tego, co ja teraz pokazuję na ekranie? Ma pani może drukarkę?"
PK_DE_01,,,,"Mam drukarkę, tylko mam czarno białą, nie mam kolorowej."
PK,,,,"Nic nie szkodzi, bo byłoby nam 100 razy łatwiej, przede wszystkim pani, gdyby pani sobie była łaskawa ten plik z pytaniami do prezentacji wydrukować i go mieć przed sobą. Wtedy nie musiałaby pani słuchać, jak ja czytam pytania, co może być po prostu irytujące, tylko mogłaby sobie pani patrzeć na kartkę z pytaniami leżącą przed sobą na biurku. Jak pani, jak pani się zapatruje na taki pomysł?"
PK_DE_01,,,,"To znaczy myślę, że yy dobrze jest, jak pani czyta, tak."
PK,,,,"Tak, w porządku, pani decyduje. Ja tylko pokazałam opcję, jakie byśmy ewentualnie miały do dyspozycji. W związku z tym jeszcze raz wrócimy do pytania, siódemeczka: "
PK,,__Q4__,,"czy na podstawie wykresu jesteś w stanie wskazać cechy, które najczęściej pojawiają się po stronie prawej i sugerują silny wpływ na sklasyfikowanie grzyba jako niejadalnego/trującego. I teraz pokazujemy sobie slajd 7. Proszę uprzejmie, oto on. Pełny ekran. Które cechy?"
PK_DE_01,,,,"Wysokość trzonu nie ma znaczenia, czy to jest grzyb jadalny czy trujący. Średnica kapelusza również takiego znaczenia nie ma. Szerokość trzonu może mieć znaczenie. I sposób przyrastania blaszek do trzonu: różnie u różnych grzybów i jadalnych, i trujących. I podobieństwa są pośród tych gatunków również. Kolor kapelusza zielony – może mieć znaczenie, choć muchomor zielonawy…. yy… jest zielonkawy, podobnie jest zielony gołąbek zielonawy albo zielony, grynszpanowy, podobne kolory mają. Jeden jest jadalny, drugi jest trujący. Kolor kapelusza żółty: również i gołąbki i muchomory, na przykład muchomor narcyzowy jest żółty. Zmienia kolor lub puszcza mleczko w reakcji na uszkodzenie, nie zmienia koloru, brak mleczka. Yy... tutaj nie ma znaczenia. Wśród mleczajów są grzyby trujące i jadalne. Istotny jest smak mleczka u grzybów."
PK,,,,"Nie mamy takiej cechy jak smak mleczka. Powinna być uwzględniona, prawda?"
PK_DE_01,,,,"A właśnie, a powinno się pojawić. Tak."
PK,,,,Smak mleczka.
PK_DE_01,,,,"Ostry smak w przypadku właśnie mleczajów wyklucza jadalność, łagodny smak to grzyby jadalne, a kolory kapelusza nie mają znaczenia, bo i jedne, i drugie mogą mieć podobne kolory. Sposób przyrastania blaszek do trzonu również nie ma znaczenia. Sposób przyrastania blaszek do trzonu lub brak danych. Nie ma znaczenia. Sposób przyrastania blaszek do trzonu: blaszki faliste – również nie ma znaczenia. Sposób przyrastania blaszek do trzonu: pory – odpada, bo jeżeli są pory, to nie blaszki. Sposób przyrastania blaszek do trzonu: przyrośnięte – mogą być przyrośnięte i zbiegające na przykład."
PK,,,,Tak.
PK_DE_01,,,,"I ujawnić i udowodnię. Się wydaje. Sposób przyrastania blaszek do trzonu: blaszki wolne, czyli wycięte. Sposób przyrastania blaszek, czyli nie przyrastają po prostu do trzonu. Sposób przyrastania blaszek do trzonu wykrojone, wolne, wykrojone ząbkiem na przykład, czyli podobnie jak poprzednio wolne. Gęstość blaszek: no, również. Wśród trujących najczęściej są to gęste blaszki, ale mogą być również blaszki luźne. Kolor kapelusza różowy. Które grzyby są różowe? Jest trująca grzybówka różowawa. Które grzyby są niejadalne nie wiem, różowe. Gęstość blaszek: gęste – to już było chyba. Gęstość blaszek, no te cechy są takie ogólne, ale nie mają znaczenia za bardzo przy określeniu, czyli grzyb jadalny, czy trujący, czy niejdalny."
PK,,,," Rozumiem, bardzo dziękuję. Spójrzmy na kolejne pytanie do tego slajdu 7, bo to było dopiero pierwsze. "
PK,,__Q5__,,"Czy na podstawie wykresu jest pani w stanie określić te cechy, które dla różnych obserwacji mają różny wpływ na klasyfikację grzyba jako niejadalnego, trującego? Skąd biorą się niektóre punkty po prawej stronie, a inne po lewej stronie wykresu? Czy na podstawie wykresu jest pani w stanie określić te cechy, które dla różnych obserwacji mają różny wpływ na klasyfikację grzyba jako niejadalnego/trującego? I wrócimy do prezentacji, do wykresu."
PK_DE_01,,,,"Wysokość trzonu nie ma znaczenia. Średnica kapelusza też nie ma. Szerokość trzonu może mieć znaczenie. A te pozostałe cechy... no to widzę, że są… pewnie brak danych albo albo niewielkie znaczenie mają."
PK,,,,"Jasne, wspaniale, uporałyśmy się ze slajdem 7. Dlatego przejdziemy do pytań dla kolejnego slajdu. "
PK,__S8__,,,"Tym razem slajd nazywa się wodospad. Najpierw przeczytamy pytanie, potem przejdziemy do slajdu. "
PK,,__Q6__,,"Czy na podstawie wykresu jest pani w stanie określić, które cechy ma największy wpływ dodatni na predykcję modelu, a które największy ujemny na definitywną predykcję modelu? Czy jesteś w stanie wyjaśnić, dlaczego te cechy są istotne? Zobaczmy wykres, a potem w każdej chwili mogę powrócić do ekranu z pytaniem i powtórnie je przeczytać."
PK_DE_01,,,,"Proszę mi powiedzieć, co to jest ta predykcja?"
PK,,,,"Predykcja to jest sposób przewidywania przez model na podstawie cech, czy dany owocnik albo dany zestaw atrybutów grzyba każe go klasyfikować jako trującego, niejadalnego albo jako jadalnego. Predykcja to jest przewidywanie przez model, jaką klasę trzeba nadać grzybowi: jadalny, trujący, niejadalny."
PK_DE_01,,,,"Wysokość trzonu według mnie ma, ma, może mieć znaczenie, bo muchomory raczej mają dosyć długie te trzony. Szerokość trzonu ma znaczenie u podstawy trzonu. Średnica kapelusza nie ma wielkiego znaczenia. Kolor trzonu szary: niekoniecznie może świadczyć o tym, czy grzyb jest jadalny, czy trujący. Kolor trzonu różowy: różowy trzon u grzybów blaszkowych – nie kojarzę. Kolor trzonu pomarańczowy: może być na przykład mleczaj rydz późnojesienny. Kolor trzonu niebieski: u zasłonaków bywa, to są grzyby trujące w zasadzie w większości. Kolor trzonu jasnobrązowy: nie ma znaczenia. Kolor trzonu fioletowy może świadczyć o tym, że grzyb jest trujący, również zasłonaki. A... ten ostatni punkt?"
PK,,,,"Czy przetłumaczyć, bo on jest po angielsku?"
PK_DE_01,,,,"Tak, proszę mi przetłumaczyć."
PK,,,,106 innych cech.
PK_DE_01,,,,Czyli 106 innych cech.
PK,,,,Tak.
PK_DE_01,,,,I tu nie mamy nic.
PK,,,,"Nie, no mamy to, co na wykresie widać, czyli 9,2 i plus zero, tak jak w poprzednim przypadku."
PK_DE_01,,,,Trudno mi określić.
PK,,,,"Dobrze, wróćmy zatem do pytań, bo mamy jeszcze 4 pytania do tego wodospadu. "
PK,,__Q7__,,"Pytanie 2: czy jesteś w stanie stwierdzić, dlaczego wykres zaczyna się od bazowej wartości i w jaki sposób ta wartość wpływa na interpretację pozostałych elementów wykresu? Dlaczego wykres zaczyna się od bazowej wartości i w jaki sposób ta wartość wpływa na interpretację pozostałych elementów wykresu?"
PK_DE_01,,,,"Wydaje mi się, że… yy… po prostu te cechy są najistotniejsze, brane pod uwagę, czy grzyb jest jadalny, czy trujący, czyli ta wysokość trzonu jednak w większości grzybów trujących może mieć znaczenie. Szerokość trzonu u podstawy również. Średnica kapelusza niekoniecznie."
PK,,,,Świetnie. Mamy jeszcze 2 pytania do tego slajdu: 
PK,,__Q8__,,"czy jesteś w stanie wyjaśnić, w jaki sposób ostateczna wartość na końcu przedstawionego wykresu odzwierciedla predykcję, czyli przewidywanie modelu, że konkretna obserwacja będzie jadalna lub niejadalna? Czy tego by pani oczekiwała? Zobaczymy. Powiększam. Proszę pamiętać, że chodzi nam tutaj o odzwierciedlenie w słowach Pani autentycznej reakcji na to polecenie. Co pani teraz odczuwa, jeśli mogę zapytać?"
PK_DE_01,,,,"No, odczuwam taki dyskomfort, ponieważ nie za bardzo, nie za bardzo którą… jaki… jakie cechy mam brać pod uwagę?"
PK,,,,"Świetnie, dokładnie o taki przekaz nam chodzi, odczuwam dyskomfort, gdyż nie bardzo rozumiem. Właśnie to jest dla nas najcenniejsze i serdecznie panią zachęcam do werbalizowania wszystkich takich treści. Jeżeli będzie pani czuła, nie wiem, rodzaj jakiejś satysfakcji w kontakcie z tym slajdem – proszę powiedzieć, jeśli coś będzie panią otwarcie denerwowało, irytowało, frustrowało – to jest również super dla nas ważne. Czyli tutaj mamy dyskomfort?"
PK_DE_01,,,,Tak.
PK,,,,"Dyskomfort. I został on przez panią wyrażony, odnotowany. Zobaczmy, co z ostatnim pytaniem do tego slajdu."
PK,,__Q9__,,"Czy te cechy, które według wykresu najsilniej wpływają na predykcję, odpowiadają pani wiedzy o grzybach? Czy jesteś w stanie ocenić to, co podpowiada model AI, czyli sztucznej inteligencji, w świetle własnej wiedzy i doświadczenia? Myślę, że tutaj będzie pani miała opinię, prawda? Jak to się ma do pani wiedzy o o grzybach i doświadczenia jako mykologa? Tak?"
PK_DE_01,,,,"Powiem tak, powiem, powiem tak, jeżeli będę widziała grzyba w naturze, to jestem w stanie określić, czy on jest jadalny czy trujący, to znaczy przynajmniej większość, większość, może nie większość, bo grzybów jest bardzo dużo, ale po prostu potrafię odróżnić, ponieważ posiadam jakąś tą swoją wiedzę na podstawie... zdobytą na podstawie różnej literatury, Internetu, kontaktów z mykologami. I na tej podstawie tak, ale czy sztuczna inteligencja będzie w stanie określić na podstawie tego, co ja, że grzyb jest jadalny albo trujący? Nie wiem."
PK,,,,Jakby pani swoje ogólne odczucie w tej chwili określiła? Powątpiewanie? Sceptycyzm?
PK_DE_01,,,,Powątpiewanie.
PK,,,,"Powątpiewanie, a tak uczuciowo, czy ma pani do tego jakikolwiek stosunek emocjonalny, jakieś echa w pani się odzywają? Kiedy o tym wspólnie myślimy?"
PK_DE_01,,,,"Powiem tak, że że yy świat grzybów jest bardzo yy nieprzewidywalny. Jeżeli nie ma się wiedzy, to lepiej nie ryzykować, ale wiedza zdobyta na podstawie doświadczenia wieloletniego... yy… w jakiś sposób pozwala nam zaklasyfikować grzyby do konkretnego rodzaju, choć nie wszystkie, wiadomo, bo wiele grzybów jest nieopisanych, nie są stwierdzone nawet niejednokrotnie, corocznie przybywa nowych odkrywanych gatunków i na tej podstawie, no, jesteśmy w stanie jako ludzie, dzięki swojemu mózgowi i wiedzy zdobytej przez lata, próbować przynajmniej określać."
PK,,,,"Jasne. A czy na tym etapie… bardzo pani dziękuję za te bardzo precyzyjną werbalizację, bo ona jest super ważna dla nas. Czy pani na tym etapie dostrzega pani jakieś cechy owocników, które powinny być brane w tym modelu? Jeżeli ten model w ogóle do czegokolwiek miałby służyć i być przydatny, czy są jakieś cechy, których tu brakuje? Już pani mówiła o smaku mleczka i jeszcze jakieś inne?"
PK_DE_01,,,,"Tak. Zapach, na przykład zapach, chociaż śmiertelnie trujący muchomor zielonawy ma bardzo przyjemny zapach, czyli nie zawsze zapach będzie odpowiadać, ale wiele grzybów trujących niejadalnych ma nieprzyjemny zapach, więc to od razu odstręcza i na tej podstawie można tak zaklasyfikować grzyby."
PK,,,,A pochwa?
PK_DE_01,,,,"Yy.. są również pochwiaki, które też wyrastają z pochwy, więc pochwa ma znaczenie, bo na przykład kształt tej pochwy – u niektórych gatunków muchomorów to są tylko takie wałeczki, czyli zgrubienie i wałeczki. U innych wyrasta z całkowicie takiej nieprzylegającej do trzonu pochwy: muchomor zielonawy, jadowity, wiosenny, te najbardziej trujące muchomory. Muchomor plamisty na przykład (nie jest śmiertelnie trujący, ale jest trujący) ma taką cechę określoną jako skarpeta alpinisty, czyli ta pochwa tak jakby się odwija kilku w takich wałeczkach na trzonie. No i te cechy można brać pod uwagę, bo na przykład czubajka kania również ma zgrubiałą podstawę trzonu, ale nie wyrasta z pochwy."
PK,,,,"Czyli to by była cecha, której brakuje według pani, jeżeli ten model miałby być jakkolwiek przydatny i realistycznie odzwierciedlać biologię i morfologię owocników grzybów blaszkowych, to te cechy powinny być uwzględniane. Co najmniej te, które była pani uprzejma wymienić, prawda? Zapach, smak, w tym smak mleczka, bo pani też osobno powiedziała o smaku mleczka, i pochwa, pochwa z rozbiciem na różne warianty jej kształtu i struktury, łącznie ze skarpetą alpinisty. "
PK_DE_01,,,,"Tak. Tak. Tak, ale jeszcze dodam, że na przykład muchomory mają wysyp zarodników biały, a pochwiaki, które również wyrastają z pochwy, mają różowy. Tak że to jest cecha odróżniająca."
